sno,func,wait,counter
979,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4222,980
980,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5853,981
981,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8139,982
982,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3805,983
983,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2619,984
984,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5709,985
985,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2651,986
986,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2635,987
987,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3612,988
988,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6800,989
989,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3674,990
990,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2259,991
991,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5187,992
992,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5934,993
993,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8816,994
994,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6017,995
995,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2149,996
996,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5181,997
997,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4383,998
998,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2769,999
999,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7419,1000
1000,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3559,1001
1001,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3208,1002
1002,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4792,1003
1003,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4294,1004
1004,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10846,1005
1005,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5753,1006
1006,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2139,1007
1007,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8195,1008
1008,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2617,1009
1009,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7504,1010
1010,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4735,1011
1011,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3666,1012
1012,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2369,1013
1013,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3533,1014
1014,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5041,1015
1015,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3914,1016
1016,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,899,1017
1017,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,356,1018
1018,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4203,1019
1019,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2212,1020
1020,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2142,1021
1021,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2131,1022
1022,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4421,1023
1023,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2792,1024
1024,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3382,1025
1025,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5715,1026
1026,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4909,1027
1027,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4065,1028
1028,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9459,1029
1029,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2848,1030
1030,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5294,1031
1031,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5945,1032
1032,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2765,1033
1033,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1901,1034
1034,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4484,1035
1035,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2990,1036
1036,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4173,1037
1037,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,15357,1038
1038,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1874,1039
1039,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3937,1040
1040,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5142,1041
1041,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3227,1042
1042,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5588,1043
1043,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3521,1044
1044,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2514,1045
1045,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1639,1046
1046,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4516,1047
1047,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6634,1048
1048,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6314,1049
1049,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5345,1050
1050,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2948,1051
1051,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5996,1052
1052,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4749,1053
1053,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1992,1054
1054,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9507,1055
1055,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4527,1056
1056,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1651,1057
1057,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6829,1058
1058,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2651,1059
1059,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2715,1060
1060,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2975,1061
1061,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4606,1062
1062,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5060,1063
1063,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2517,1064
1064,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4865,1065
1065,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3919,1066
1066,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1848,1067
1067,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7681,1068
1068,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7299,1069
1069,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7530,1070
1070,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2045,1071
1071,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2309,1072
1072,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5346,1073
1073,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2938,1074
1074,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4784,1075
1075,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2181,1076
1076,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2006,1077
1077,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5425,1078
1078,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3498,1079
1079,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2482,1080
1080,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7324,1081
1081,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5407,1082
1082,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2641,1083
1083,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7063,1084
1084,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2935,1085
1085,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5460,1086
1086,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2501,1087
1087,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,14,1088
1088,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1042,1089
1089,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5676,1090
1090,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1764,1091
1091,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3829,1092
1092,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8051,1093
1093,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3997,1094
1094,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5365,1095
1095,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4078,1096
1096,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1459,1097
1097,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6390,1098
1098,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2998,1099
1099,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6629,1100
1100,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4775,1101
1101,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5091,1102
1102,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1869,1103
1103,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5549,1104
1104,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2366,1105
1105,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6887,1106
1106,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3808,1107
1107,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8250,1108
1108,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7168,1109
1109,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6049,1110
1110,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,11151,1111
1111,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2565,1112
1112,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3428,1113
1113,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3260,1114
1114,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3124,1115
1115,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5325,1116
1116,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4587,1117
1117,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4810,1118
1118,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2532,1119
1119,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6620,1120
1120,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2724,1121
1121,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5722,1122
1122,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5090,1123
1123,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4771,1124
1124,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2315,1125
1125,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8540,1126
1126,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2763,1127
1127,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5216,1128
1128,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5191,1129
1129,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2199,1130
1130,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2219,1131
1131,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6347,1132
1132,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3211,1133
1133,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2792,1134
1134,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9346,1135
1135,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3898,1136
1136,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2290,1137
1137,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5375,1138
1138,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3085,1139
1139,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2292,1140
1140,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4102,1141
1141,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9460,1142
1142,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1835,1143
1143,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6786,1144
1144,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4093,1145
1145,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7794,1146
1146,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3602,1147
1147,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2779,1148
1148,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1203,1149
1149,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3076,1150
1150,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6044,1151
1151,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5406,1152
1152,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7239,1153
1153,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,691,1154
1154,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1461,1155
1155,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3771,1156
1156,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4347,1157
1157,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6056,1158
1158,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5737,1159
1159,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4385,1160
1160,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2727,1161
1161,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1944,1162
1162,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1753,1163
1163,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4091,1164
1164,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4213,1165
1165,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4290,1166
1166,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4646,1167
1167,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4277,1168
1168,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3200,1169
1169,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1648,1170
1170,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1436,1171
1171,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3280,1172
1172,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6003,1173
1173,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10187,1174
1174,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2365,1175
1175,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2910,1176
1176,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1797,1177
1177,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5463,1178
1178,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3567,1179
1179,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4011,1180
1180,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4778,1181
1181,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6063,1182
1182,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3089,1183
1183,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6504,1184
1184,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3366,1185
1185,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2241,1186
1186,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8660,1187
1187,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1614,1188
1188,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1695,1189
1189,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1880,1190
1190,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7476,1191
1191,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3679,1192
1192,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2038,1193
1193,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3187,1194
1194,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5410,1195
1195,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3041,1196
1196,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2750,1197
1197,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6482,1198
1198,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3210,1199
1199,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3247,1200
1200,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6634,1201
1201,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3870,1202
1202,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3644,1203
1203,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4452,1204
1204,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5569,1205
1205,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4900,1206
1206,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7835,1207
1207,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3827,1208
1208,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6822,1209
1209,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4658,1210
1210,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3870,1211
1211,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5525,1212
1212,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1626,1213
1213,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4231,1214
1214,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1662,1215
1215,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5563,1216
1216,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4358,1217
1217,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4932,1218
1218,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5120,1219
1219,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3947,1220
1220,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2266,1221
1221,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4422,1222
1222,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4623,1223
1223,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7159,1224
1224,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4592,1225
1225,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3892,1226
1226,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,16,1227
1227,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,20,1228
1228,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,734,1229
1229,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4164,1230
1230,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5184,1231
1231,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2939,1232
1232,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5097,1233
1233,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2855,1234
1234,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2845,1235
1235,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3185,1236
1236,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1148,1237
1237,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1757,1238
1238,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,782,1239
1239,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6,1240
1240,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2113,1241
1241,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9,1242
1242,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3696,1243
1243,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,837,1244
1244,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,18,1245
1245,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,433,1246
1246,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9,1247
1247,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,466,1248
1248,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,25,1249
1249,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,480,1250
1250,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8,1251
1251,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397,1252
1252,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8,1253
1253,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,367,1254
1254,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5,1255
1255,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,483,1256
1256,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5,1257
1257,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,452,1258
1258,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,162,1259
1259,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5,1260
1260,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,518,1261
1261,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1135,1262
1262,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,11108,1263
1263,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3462,1264
1264,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5828,1265
1265,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10,1266
1266,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1935,1267
1267,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8,1268
1268,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,998,1269
1269,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7,1270
1270,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1321,1271
1271,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10,1272
1272,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1529,1273
1273,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9,1274
1274,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,666,1275
1275,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6,1276
1276,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,693,1277
1277,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10,1278
1278,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,760,1279
1279,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,993,1280
1280,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,192,1281
1281,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5379,1282
1282,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7,1283
1283,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,584,1284
1284,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8,1285
1285,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8,1286
1286,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,792,1287
1287,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,13,1288
1288,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,580,1289
1289,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9,1290
1290,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,716,1291
